uuid,avaliacaoRef,idBaseRef,fazendaRef,dtcResponsavelRef,cod_fazenda,nomeFazenda,cidade_nome,estado_sigla,regiao_macro,regiao_micro,safra,epoca,dataPlantioSoja,dataColheitaSoja,latitude,longitude,altitude,nomeResponsavel,nome,dePara,status_material,tipoTeste,indexTratamento,populacao,gm,subamostra,plantas
daea2360-4532-43af-b823-9f4737ebbb1a,cda30e04-6e12-4f86-bdab-a464e78ac771,9367cdef-ae52-457a-8fb6-ef316ecaae7e,cd9e910b-c53e-49f3-991a-2ab0c0f82e74,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-D-24,Fazenda Flora,Sorriso,MT,MACRO IV,REC 402,2024/25,Safra,10/23/2024,2/20/2025,-12.5611,-55.4622,412,Lara Martins,SPARTA I2X,BMX SPARTA I2X,CHECK,Faixa,34,300,80,1,93
db3472e9-da3d-47c5-bb2c-1d64204c69e0,cef40eb7-530a-4952-b16d-79fb93e9e75f,3d76f2d0-4dd1-4e57-8259-6b087ad4d3ca,99a40bd5-b361-4b2b-93e7-1e3564984990,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-C-24,Costa Beber,Santo Augusto,RS,MACRO I,REC 102,2024/25,Safra,11/20/2024,4/14/2025,0,0,0,ANDRE LUIS DOS SANTOS RITTER,SC25-2871-4,SC25-2871-4,LINHAGEM,Faixa,29,250,64,1,93
db4482d8-10dc-4732-af2c-d4dddb205654,ff3477ef-e4a6-4b32-9330-fb746148b538,e54ba4b1-e788-4388-8759-8ceb60df0341,d1989909-ceae-43f1-a8f5-bbd408ab2e20,d33a313f-61f2-4e0b-b04c-ad12b9ec7534,M5-501-A-24,Fazenda Cajueiro,Balsas,MA,MACRO V,REC 501,2024/25,Safra,11/15/2024,3/14/2025,-7.221256,-45.968977,350,Guilherme Leal,NC25-61547-2,NC25-61547-2,LINHAGEM,Faixa,23,300,82,1,98
db489db9-f999-4397-99f9-1a2d7fe9dd03,37178bfc-5d77-4b64-b5c3-1d737eda19a1,3bff4fa7-514a-4de4-a232-ff47e4bee68b,cb98811e-0700-4187-83f9-09f6e3219375,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-K-24,fazenda Bom Jesus,Ipiranga do Norte,MT,MACRO IV,REC 402,2024/25,Safra,10/13/2024,2/6/2025,-11.832869,-56.129577,380,Luiz Penna,DM 74K75 CE,DM 74K75 RSF CE,CHECK,Faixa,13,300,74,1,95
dbded284-b550-493e-b588-242c5477a7d2,8af9c26c-cc0e-4ca4-9f64-1a58d84117cb,d39080c0-8574-4d2d-9404-9b9ffde3406a,d9717f34-e404-480e-9576-a8bc704609b5,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-E-24,Fazenda Itaúba,Nova Ubiratã,MT,MACRO IV,REC 402,2024/25,Safra,10/20/2024,2/1/2025,-12.5943,-54.5731,424,Lara Martins,NC25-41893-3,NC25-41893-3,LINHAGEM,Faixa,9,300,73,1,140
dbf458b0-90a7-4eb7-95a6-ba3d5db79278,7170c336-a62f-448e-9ced-cafcebb8fe6a,058ba469-f883-4b46-9efa-f9e6ae7c2eb5,8489999e-b5f5-42d5-9898-8cb0def425f7,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-C-24,Fazenda Carandá II,Nova Mutum,MT,MACRO IV,REC 402,2024/25,Safra,10/21/2024,2/10/2025,-13.5204,-55.3329,500,Lara Martins,80KA72,80KA72 CE,STINE,Faixa,35,300,80,1,116
dc058744-a059-401f-8869-92fdf1b3c85d,045e37d6-6e4a-41a8-8fe6-480f64f748bb,58d3a753-370b-4d95-821b-556880bd546d,b7a51078-c01a-43ff-8374-612f3d87e686,586073f9-041b-4931-9e42-b44975c8b383,M4-401-E-24,Piratini,Primavera do Leste,MT,MACRO IV,REC 401,2024/25,Safra,10/26/2024,2/22/2025,-15.5343,-54.6106,630,Tamila Ribeiro,NC25-41248-8,NC25-41248-8,LINHAGEM,Faixa,31,300,80,1,120
dc1a43f1-a585-4e0d-9235-1f857f2d0da2,21910366-14a6-47a5-89cf-77482f63571d,5c023bb4-7ca1-41b2-8523-afab523e3620,a8adb0ad-142c-49da-9021-9ce073ef09ef,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-D-24,Da Lagoa,São Luiz Gonzaga,RS,MACRO I,REC 102,2024/25,Safra,11/15/2024,4/6/2025,0,0,0,ANDRE LUIS DOS SANTOS RITTER,SC25-2733-4,SC25-2733-4,LINHAGEM,Faixa,24,250,62,1,60
dc3dba60-346a-43fa-8d23-15acdea8cda0,909187fe-e212-4968-8e38-48edb4dd803d,472d86b7-3b2c-48c8-858c-6eaeed2fa951,a512ba74-dcc1-4745-8d13-f41d08e99d49,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-I-24,Xíru,Cruz Alta,RS,MACRO I,REC 102,2024/25,Safra,11/21/2024,,0,0,0,ANDRE LUIS DOS SANTOS RITTER,SC25-4681-7,SC25-4681-7,LINHAGEM,Faixa,28,250,62,1,89
dc4c5ebe-5730-44ab-bbad-737205d07897,47e01037-7e89-4831-9867-4df0da3108f3,aae3b42a-d346-4880-ba29-0991e1489d0a,193ce1de-1af9-4d38-a44c-0f1a8970adcb,967f1c7d-13a5-48fb-ae7a-6871212afdb0,M5-501-C-24,Fazenda Porteira,Brejinho de Nazaré,TO,MACRO V,REC 501,2024/25,Safra,11/13/2024,3/12/2025,-10.92696,-48.62429,260,Pedro Lucas Ramos,NC25-51243-2,NC25-51243-2,LINHAGEM,Faixa,9,300,79,1,119
dc6445a3-cdbb-46c0-a34f-b6e1e7c55dac,b0129953-4810-4ba8-a69d-bc1e1bfc66de,85992d55-2ee3-478d-a523-87c5276b9f6a,5a9cc3ee-09d0-43f0-9aee-d79dba23f0a6,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-B-24,FAZENDA J&J,Mamborê,PR,MACRO II,REC 201,2024/25,Safra,10/14/2024,2/17/2025,-24.337283,-52.697725,665,RAQUEL BARTOLOMEU,SE24-130204-03,SE24-130204-03,LINHAGEM,Faixa,10,250,57,1,79
dc7fc52f-7f7b-4a5a-8d20-2bf33f346797,224caba5-91ed-4707-8b3a-5790aff5b00e,ab9cd353-c8b5-4171-ac84-2d63877c9ca3,7dd6d2d7-f83f-47be-9967-26fb952c9d5a,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-J-24,Sitio Cebola,Ipiranga do Norte,MT,MACRO IV,REC 402,2024/25,Safra,10/16/2024,2/9/2025,-12.2005,-56.1044,385,Lara Martins,70KA30,70KA30 CE,STINE,Faixa,7,300,70,1,132
dcd1ae46-427b-4af9-9b66-839f183fb9b7,c8b45d86-f9b9-47f6-9565-0c9eec9a481a,971716d1-ae6f-4bcd-bb8d-a7ddca56f1bb,59352eac-2abb-4387-9e55-20c951a08747,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-A-24,CHÁCARA BONACIO,Tupãssi,PR,MACRO II,REC 201,2024/25,Safra,9/28/2024,1/27/2025,-24.620146,-53.455002,580,RAQUEL BARTOLOMEU,SE24-130204-03,SE24-130204-03,LINHAGEM,Faixa,10,250,57,1,80
dcdfc053-7a6f-4415-b02a-1e427c4d9573,dec78dba-ccdb-48a0-9240-51fc8b0e3e96,a4919a6a-c41e-4a6d-976b-c6091f216ee5,4db9f327-5421-4971-84bb-8ce6ed788db4,cea7f5ab-9542-41b4-a62e-fe6496faace9,M4-402-A-24,Fazenda Aquidauana,Campo Novo do Parecis,MT,MACRO IV,REC 402,2024/25,Safra,10/15/2024,2/16/2025,-14.163552,-58.053603,437,Josélia Portilho,NC25-2384-7,NC25-2384-7,LINHAGEM,Faixa,20,300,77,1,120
dceccd19-1c8d-452d-9634-06e1a773d5e1,9060e437-1025-4bda-8014-00466498ea7f,177b12d2-502f-4376-9b9c-c2099dce6381,d6ee8b49-931a-4c4b-9f4a-1c45cacbabc4,fd6a17f2-2d5a-46b9-ad69-4f3d7816b53a,M4-402-I-24,Rodeio ,Sapezal,MT,MACRO IV,REC 402,2024/25,Safra,10/7/2024,2/14/2025,-13.665555,-58.707777,450,Milena Goulart,GUEPARDO,BMX GUEPARDO IPRO,CHECK,Faixa,1,300,67,1,98
dd064517-76f7-4881-9927-f237efe8fbff,83778ab5-e243-41d1-8e30-6752d6af539e,c25a1d83-179a-4ae2-864e-001dece98496,0c9beb65-80fe-48f0-be6a-b02d24e91ed7,967f1c7d-13a5-48fb-ae7a-6871212afdb0,M5-501-D-24,Fazenda Veneza II,Caseara,TO,MACRO V,REC 501,2024/25,Safra,11/12/2024,3/11/2025,-93.16135,-49.9151,200,Pedro Lucas Ramos,NEO 790 IPRO,NEO 790 IPRO,CHECK,Faixa,13,300,79,1,111
dd0f4155-968c-4724-920a-deb47b2f5a4a,47e01037-7e89-4831-9867-4df0da3108f3,c25a1d83-179a-4ae2-864e-001dece98496,193ce1de-1af9-4d38-a44c-0f1a8970adcb,967f1c7d-13a5-48fb-ae7a-6871212afdb0,M5-501-C-24,Fazenda Porteira,Brejinho de Nazaré,TO,MACRO V,REC 501,2024/25,Safra,11/13/2024,3/12/2025,-10.92696,-48.62429,260,Pedro Lucas Ramos,NEO 790 IPRO,NEO 790 IPRO,CHECK,Faixa,13,300,79,1,108
dd151eb0-c263-4a98-918f-38d96b0cd327,df2923ef-d99e-4d84-9ba8-dc64ca0a9406,fa9d2adf-1484-46ca-8c52-634ffc46a7e7,fef92cc4-2b5a-47fa-bbe6-0b8d89bbfea9,586073f9-041b-4931-9e42-b44975c8b383,M4-401-A-24,Bom Jesus,Pedra Preta,MT,MACRO IV,REC 401,2024/25,Safra,10/31/2024,3/2/2025,-16.7886,-54.1188,724,Tamila Ribeiro,DM 73I75 IPRO,DM 73I75 RSF IPRO,CHECK,Faixa,10,300,73,1,115
dd3584e7-fb91-49e0-be58-5ea628eb2543,045e37d6-6e4a-41a8-8fe6-480f64f748bb,2ba64c24-6c67-40f3-be3b-0324a6654fa8,b7a51078-c01a-43ff-8374-612f3d87e686,586073f9-041b-4931-9e42-b44975c8b383,M4-401-E-24,Piratini,Primavera do Leste,MT,MACRO IV,REC 401,2024/25,Safra,10/26/2024,2/22/2025,-15.5343,-54.6106,630,Tamila Ribeiro,77EA40,77EA40 E,STINE,Faixa,21,300,77,1,103
dd379cad-34d9-4aaf-a399-848d2dcfb9a3,83778ab5-e243-41d1-8e30-6752d6af539e,e7a27c3c-b8e8-40dd-9728-2c04aff870e2,0c9beb65-80fe-48f0-be6a-b02d24e91ed7,967f1c7d-13a5-48fb-ae7a-6871212afdb0,M5-501-D-24,Fazenda Veneza II,Caseara,TO,MACRO V,REC 501,2024/25,Safra,11/12/2024,3/11/2025,-93.16135,-49.9151,200,Pedro Lucas Ramos,NC25-74906-3,NC25-74906-3,LINHAGEM,Faixa,26,300,83,1,118
dd3cc9d0-ee4e-45e4-a6bc-f6f034404a1e,e662ef65-d0ef-4abe-aeb5-129a0402a352,5b08f5de-9c81-4c8b-8994-ff902bbcb4a7,bb22e0fd-b253-47a6-b47a-ca1e9aa0741b,586073f9-041b-4931-9e42-b44975c8b383,M4-401-D-24,Modelo,Rondonópolis,MT,MACRO IV,REC 401,2024/25,Safra,10/30/2024,3/5/2025,-16.6964,-54.6429,534,Tamila Ribeiro,OLIMPO IPRO,BMX OLIMPO IPRO,CHECK,Faixa,26,300,79,1,105
dd4350d9-c3f2-482d-b31b-6e2b369ada41,19c16505-a5f7-4186-8e05-321fd128b020,e4de4eac-e614-4ed8-aa1a-f0258b57d2fe,06808f13-42e9-45c2-9488-6e1b773718a6,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M1-102-E-24,FAZENDA 3 GERAÇÕES,Dois Vizinhos,PR,MACRO I,REC 102,2024/25,Safra,10/16/2024,2/24/2025,-25.74063,-53.130417,645,RAQUEL BARTOLOMEU,SC25-7937-4,SC25-7937-4,LINHAGEM,Faixa,15,250,59,1,64
dd4e6634-93ef-4a57-8437-4294d4d0f328,6b54b493-ef49-4e9a-92b4-004ca16502c7,39e64ddc-0526-431f-a0b0-be5e49b0e8f4,65aa227c-8cc3-4f07-8e99-68e458e847e4,7e3a92bf-2ddd-4c2a-a9a1-7ee7b42924db,M3-303-D-24,Água Santa,Tupaciguara,MG,MACRO III,REC 303,2024/25,Safra,10/28/2024,3/2/2025,-18.68693,-48.70319,845,Fúlvio Gibello,ST 711 I2X,ST 711 I2X,CHECK,Faixa,14,300,71,1,140
dd534863-fec1-43ef-b7fc-7a7139b16a65,dec78dba-ccdb-48a0-9240-51fc8b0e3e96,45df0b9a-e0f7-4abb-8e7f-d9530c353455,4db9f327-5421-4971-84bb-8ce6ed788db4,cea7f5ab-9542-41b4-a62e-fe6496faace9,M4-402-A-24,Fazenda Aquidauana,Campo Novo do Parecis,MT,MACRO IV,REC 402,2024/25,Safra,10/15/2024,2/16/2025,-14.163552,-58.053603,437,Josélia Portilho,NC25-96785-6,NC25-96785-6,LINHAGEM,Faixa,5,300,70,1,56
dd5ee883-d010-472a-bed8-260bc6a4db75,ff3477ef-e4a6-4b32-9330-fb746148b538,81d0213b-351b-496d-ba06-8ad9a9166d22,d1989909-ceae-43f1-a8f5-bbd408ab2e20,d33a313f-61f2-4e0b-b04c-ad12b9ec7534,M5-501-A-24,Fazenda Cajueiro,Balsas,MA,MACRO V,REC 501,2024/25,Safra,11/15/2024,3/14/2025,-7.221256,-45.968977,350,Guilherme Leal,80KA72,80KA72 CE,STINE,Faixa,19,300,80,1,77
ddacd271-3563-44a4-8ae0-f8996b31ac15,b45c8a3d-154c-4642-83bf-9a6c164234a3,80375ccf-3d22-4cb3-976e-30a8d5590f9d,7ad26bed-aa41-4b96-82c9-98dd5df4d60d,b3c863ab-5a70-433e-8f85-d3b2b695e14b,M3-301-B-24,Fortuna,Costa Rica,MS,MACRO III,REC 301,2024/25,Safra,11/2/2024,2/28/2025,-18.4089,-52.9393,860,Luiz Neves,GUEPARDO,BMX GUEPARDO IPRO,CHECK,Faixa,6,300,67,1,140
de1c5a93-c4f0-416a-8388-b2c85e43b7f0,df2923ef-d99e-4d84-9ba8-dc64ca0a9406,c787806c-2625-4e8d-886b-c5c675f6ffc5,fef92cc4-2b5a-47fa-bbe6-0b8d89bbfea9,586073f9-041b-4931-9e42-b44975c8b383,M4-401-A-24,Bom Jesus,Pedra Preta,MT,MACRO IV,REC 401,2024/25,Safra,10/31/2024,3/2/2025,-16.7886,-54.1188,724,Tamila Ribeiro,NC25-74906-3,NC25-74906-3,LINHAGEM,Faixa,41,300,83,1,120
de6cf1be-68d5-4087-a7aa-5cb271275974,224caba5-91ed-4707-8b3a-5790aff5b00e,c61f3a08-a473-4b53-bd50-ebe328067eed,7dd6d2d7-f83f-47be-9967-26fb952c9d5a,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-J-24,Sitio Cebola,Ipiranga do Norte,MT,MACRO IV,REC 402,2024/25,Safra,10/16/2024,2/9/2025,-12.2005,-56.1044,385,Lara Martins,TORMENTA CE,BMX TORMENTA CE,CHECK,Faixa,17,300,76,1,109
de7f9d62-8589-46a3-a923-a466a156b11b,6b54b493-ef49-4e9a-92b4-004ca16502c7,b7b38ca0-74b1-4f3b-a6f1-f24e20463e7e,65aa227c-8cc3-4f07-8e99-68e458e847e4,7e3a92bf-2ddd-4c2a-a9a1-7ee7b42924db,M3-303-D-24,Água Santa,Tupaciguara,MG,MACRO III,REC 303,2024/25,Safra,10/28/2024,3/2/2025,-18.68693,-48.70319,845,Fúlvio Gibello,NC25-51243-2,NC25-51243-2,LINHAGEM,Faixa,30,300,79,1,130
de8f4b6c-ed76-4af6-85d4-fe2567ee04b3,000c175b-7af1-435e-85a5-da1bcc47feb9,ab9cd353-c8b5-4171-ac84-2d63877c9ca3,9396310c-0c93-49dc-9e82-6ebaf4a9efa6,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-L-24,fazenda Noro,Sinop,MT,MACRO IV,REC 402,2024/25,Safra,10/19/2024,2/13/2025,-11.681492,-55.541479,350,Luiz Penna,70KA30,70KA30 CE,STINE,Faixa,7,300,70,1,130
dedb7219-35b6-492b-8b1a-8073a69291fe,000c175b-7af1-435e-85a5-da1bcc47feb9,394e18d6-907e-4ec3-8812-1b0c9975a2d5,9396310c-0c93-49dc-9e82-6ebaf4a9efa6,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-L-24,fazenda Noro,Sinop,MT,MACRO IV,REC 402,2024/25,Safra,10/19/2024,2/13/2025,-11.681492,-55.541479,350,Luiz Penna,NC25-57375-2,NC25-57375-2,LINHAGEM,Faixa,42,300,83,1,121
deef13ef-478a-405b-8f2c-538add21a8ad,fb30615d-d664-49ce-a485-c066504320ce,3350b59f-42df-4e5c-a560-9fd719df6b80,e8a1b2d2-5acb-4c8b-946e-9fff64bf02fd,12351e76-eed4-41fb-bf16-99fb41d513a8,M3-301-A-24,Ariranha,Jataí,GO,MACRO III,REC 301,2024/25,Safra,10/27/2024,2/18/2025,-17.942772,-51.894151,840,Lucas Pereira,NC25-57837-6,NC25-57837-6,LINHAGEM,Faixa,18,300,76,1,130
df1293f4-7c96-4003-aedb-5325ed846619,909187fe-e212-4968-8e38-48edb4dd803d,f7260255-c93c-479f-8e2e-8c79fb58d538,a512ba74-dcc1-4745-8d13-f41d08e99d49,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-I-24,Xíru,Cruz Alta,RS,MACRO I,REC 102,2024/25,Safra,11/21/2024,,0,0,0,ANDRE LUIS DOS SANTOS RITTER,DM 66I68 IPRO,DM 66I68 RSF IPRO,CHECK,Faixa,33,250,66,1,89
df6e9547-b4ff-4d70-b03a-176b57338873,36b3844d-d11d-4432-ae66-d00614f08f6a,398e55dd-6d04-4750-a1f3-c5b25a0f758a,72f0c8c0-97f7-4dc2-ada1-e4160602a0f7,7e3a92bf-2ddd-4c2a-a9a1-7ee7b42924db,M3-303-B-24,GM SEEDS,Tupaciguara,MG,MACRO III,REC 303,2024/25,Safra,10/30/2024,3/2/2025,-18.53419,-48.73291,889,Fúlvio Gibello,SPARTA I2X,BMX SPARTA I2X,CHECK,Faixa,37,300,80,1,140
df78f941-2bf9-4d03-a9aa-d4185b37e59f,ecbdddd6-1d94-4594-973b-27f536913c75,2ba64c24-6c67-40f3-be3b-0324a6654fa8,c6036815-7d7e-49a4-848c-4d7d8103ffb1,586073f9-041b-4931-9e42-b44975c8b383,M4-401-C-24,Mariana,Campo Verde,MT,MACRO IV,REC 401,2024/25,Safra,10/25/2024,2/21/2025,-15.3624,-55.1638,630,Tamila Ribeiro,77EA40,77EA40 E,STINE,Faixa,21,300,77,1,120
dfb703e2-847d-42ba-b156-2eac7673aaa9,224caba5-91ed-4707-8b3a-5790aff5b00e,9ba77475-5de5-409b-8f1e-e039e138a269,7dd6d2d7-f83f-47be-9967-26fb952c9d5a,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-J-24,Sitio Cebola,Ipiranga do Norte,MT,MACRO IV,REC 402,2024/25,Safra,10/16/2024,2/9/2025,-12.2005,-56.1044,385,Lara Martins,NC25-44371-1,NC25-44371-1,LINHAGEM,Faixa,23,300,79,1,106
dfd10f6d-52d4-415b-bc9e-2902ddb85f2d,045e37d6-6e4a-41a8-8fe6-480f64f748bb,96d238b9-dc37-42cf-a44c-fdd989250f5c,b7a51078-c01a-43ff-8374-612f3d87e686,586073f9-041b-4931-9e42-b44975c8b383,M4-401-E-24,Piratini,Primavera do Leste,MT,MACRO IV,REC 401,2024/25,Safra,10/26/2024,2/22/2025,-15.5343,-54.6106,630,Tamila Ribeiro,NEO 820IPRO,NEO 820 IPRO,CHECK,Faixa,40,300,82,1,66
e023ef84-afcc-4158-b1e8-3b4cf761437a,df2923ef-d99e-4d84-9ba8-dc64ca0a9406,ad8601a9-dcd1-442d-b92f-508de4e09eec,fef92cc4-2b5a-47fa-bbe6-0b8d89bbfea9,586073f9-041b-4931-9e42-b44975c8b383,M4-401-A-24,Bom Jesus,Pedra Preta,MT,MACRO IV,REC 401,2024/25,Safra,10/31/2024,3/2/2025,-16.7886,-54.1188,724,Tamila Ribeiro,NC25-51243-2,NC25-51243-2,LINHAGEM,Faixa,24,300,79,1,130
e03dd96c-6f79-46d1-bd3f-4bb09a158f22,af04febc-a4bf-4e06-ba51-f2be7aa3193c,b133c90d-a9b3-42c6-8e88-a7c6c907447d,03c33e63-b9ed-4572-ba19-35f2084ce29e,589904d8-eb5c-48cc-a8e0-ad3398f7f373,M2-204-B-24,Maisa,Dourados,MS,MACRO II,REC 204,2024/25,Safra,10/24/2024,3/1/2025,0,0,0,Luis Tosin ,SC24-210173-05,SC24-210173-05,LINHAGEM,Faixa,7,260,59,1,52
e09eeab0-a79b-4275-9958-9a51df013301,9cea9d76-6168-4d49-a765-d2d49447cb1c,a2498515-63c7-41de-a686-11a9de49c31e,46a26871-132b-4fbf-bb8c-0c43f1226ad9,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-F-24,Fazenda Santana ,Sorriso,MT,MACRO IV,REC 402,2024/25,Safra,10/16/2024,2/9/2025,-12.385359,-55.593431,380,Luiz Penna,TM G2379,TMG 2379 IPRO,CHECK,Faixa,29,300,79,1,105
e0a348e3-b91a-4279-9e8d-79fbc74d2802,af04febc-a4bf-4e06-ba51-f2be7aa3193c,261880f2-1293-4de1-99b7-560e66bd96fc,03c33e63-b9ed-4572-ba19-35f2084ce29e,589904d8-eb5c-48cc-a8e0-ad3398f7f373,M2-204-B-24,Maisa,Dourados,MS,MACRO II,REC 204,2024/25,Safra,10/24/2024,3/1/2025,0,0,0,Luis Tosin ,SC25-4623-2,SC25-4623-2,LINHAGEM,Faixa,17,260,63,1,63
e0af6eed-d2a1-45d5-af00-a2cec360112b,cda30e04-6e12-4f86-bdab-a464e78ac771,1f3dc6c0-4d6c-4390-b19d-526c55ef8996,cd9e910b-c53e-49f3-991a-2ab0c0f82e74,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-D-24,Fazenda Flora,Sorriso,MT,MACRO IV,REC 402,2024/25,Safra,10/23/2024,2/20/2025,-12.5611,-55.4622,412,Lara Martins,NC25-46045-2,NC25-46045-2,LINHAGEM,Faixa,8,300,72,1,113
e0b12b5c-acac-43a4-b469-7d05719b95c7,a7a497c5-ada5-4c02-81a1-630c8cb91199,0a145562-b477-4170-9663-9231f7ed203d,f1f1c288-1c85-40a5-9a1f-45be98e6477b,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-F-24,Possa,Coxilha,RS,MACRO I,REC 102,2024/25,Safra,11/22/2024,,0,0,0,ANDRE LUIS DOS SANTOS RITTER,SC25-50-06-6,SC25-50-06-6,LINHAGEM,Faixa,4,250,55,1,77
e0b71a0f-856f-43c9-8369-0e50934b97c2,224caba5-91ed-4707-8b3a-5790aff5b00e,122640d1-3536-425e-9238-ea1ff51a04e2,7dd6d2d7-f83f-47be-9967-26fb952c9d5a,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-J-24,Sitio Cebola,Ipiranga do Norte,MT,MACRO IV,REC 402,2024/25,Safra,10/16/2024,2/9/2025,-12.2005,-56.1044,385,Lara Martins,NC25-61547-2,NC25-61547-2,LINHAGEM,Faixa,39,300,82,1,104
e1224231-8b23-4a97-9dbe-905f37a816bb,a7a497c5-ada5-4c02-81a1-630c8cb91199,c5b8f383-c1d5-46a2-b014-50cdd8a0685a,f1f1c288-1c85-40a5-9a1f-45be98e6477b,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-F-24,Possa,Coxilha,RS,MACRO I,REC 102,2024/25,Safra,11/22/2024,,0,0,0,ANDRE LUIS DOS SANTOS RITTER,SC25-5075-8,SC25-5075-8,LINHAGEM,Faixa,31,250,64,1,68
e140fcb0-428c-4ef0-9160-64910a6857dd,8af9c26c-cc0e-4ca4-9f64-1a58d84117cb,d82c4784-d5a8-47f5-9b6c-0ed24bca4a34,d9717f34-e404-480e-9576-a8bc704609b5,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-E-24,Fazenda Itaúba,Nova Ubiratã,MT,MACRO IV,REC 402,2024/25,Safra,10/20/2024,2/1/2025,-12.5943,-54.5731,424,Lara Martins,NC25-56656-5,NC25-56656-5,LINHAGEM,Faixa,16,300,76,1,96
e16a0d05-3ad5-4c0f-bb02-6ccc75e4c709,ba23c99d-5a60-454a-b6cb-53cb22c6beff,f1abb671-6849-47fa-bd26-c518a5b05382,73aa5e8b-f1a4-4489-a5d6-aa53c6b2a9a7,dc5ab980-65ce-4491-9a4b-341e27c4bec3,M4-403-A-24,Córrego Fundo,Água Boa,MT,MACRO IV,REC 403,2024/25,Safra,11/3/2024,3/7/2025,-13.6462318,-52.6649138,450,Maklane Duarte,79KA72,79KA72 CE,STINE,Faixa,30,300,79,1,130
e1b205ed-ba68-46de-8bd5-138cbed6638b,21910366-14a6-47a5-89cf-77482f63571d,a5891bc0-84c6-4d77-9f20-844b53a040f8,a8adb0ad-142c-49da-9021-9ce073ef09ef,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-D-24,Da Lagoa,São Luiz Gonzaga,RS,MACRO I,REC 102,2024/25,Safra,11/15/2024,4/6/2025,0,0,0,ANDRE LUIS DOS SANTOS RITTER,V�NUS CE,BMX VÊNUS CE,CHECK,Faixa,11,250,57,1,74
e1b229dc-3fb2-4328-a49b-c37f5325a022,c8b45d86-f9b9-47f6-9565-0c9eec9a481a,1a191916-5ca6-4b08-a550-ce64605a2f6a,59352eac-2abb-4387-9e55-20c951a08747,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-A-24,CHÁCARA BONACIO,Tupãssi,PR,MACRO II,REC 201,2024/25,Safra,9/28/2024,1/27/2025,-24.620146,-53.455002,580,RAQUEL BARTOLOMEU,SC25-5760-7,SC25-5760-7,LINHAGEM,Faixa,24,250,62,1,72
e1d4d875-a6a1-4286-b320-2f60ea3e01cf,1155c276-c8fe-4c4a-8347-e780bf040ead,fde678a3-c397-4f8f-a36f-3b2ac9aa8345,868a5842-4e3b-4fe4-b42d-8f84f503797f,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M1-102-H-24,SÍTIO VACCA,Cruzeiro do Iguaçu,PR,MACRO I,REC 102,2024/25,Safra,10/17/2024,2/14/2025,-25.355,-53.091,465,RAQUEL BARTOLOMEU,70KA30,70KA30 CE,STINE,Faixa,28,250,70,1,85
e1f43c52-8455-4606-ae0f-ee3cd11e853c,a09202c2-f0e8-4227-8d31-42f30d0ead47,c831ac24-5733-405e-ad7e-4accbe5f7c6b,9ac6429e-ec51-4764-a767-7c89528ba0d6,586073f9-041b-4931-9e42-b44975c8b383,M4-401-F-24,Ponte de Pedra,Itiquira,MT,MACRO IV,REC 401,2024/25,Safra,10/28/2024,2/25/2025,-17.1054,-54.7112,485,Tamila Ribeiro,NC25-56656-5,NC25-56656-5,LINHAGEM,Faixa,16,300,76,1,160
e206d762-1c31-4018-9448-d41ef7c009df,7d7c83b0-437c-49dd-8974-9cefbf075bbf,886447bf-b9a1-4f1d-8de1-89f6cbeb2809,b33c3624-6107-4c18-9a37-f85064b13c09,12351e76-eed4-41fb-bf16-99fb41d513a8,M4-401-B-24,Estreito Ponte de Pedra Veneza,Montividiu,GO,MACRO IV,REC 401,2024/25,Safra,10/30/2024,2/19/2025,-17.121477,-51.170811,800,Lucas Pereira,NC25-2384-7,NC25-2384-7,LINHAGEM,Faixa,24,300,77,1,140
